Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Christen-Democratisch Appel,Christen-Democratisch Appel,,political parties,NETHERLANDS,"#FFB415",0,0,5,5,0,5,5,9,0.20384,0.233011,0,0,0.013557,70,0.000264,511,0,0
Blackrock,Blackrock,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,0,2,2,0,2,2,12,0.179321,0.197075,0,0,0.005882,22,0.000264,512,0,0
ING,ING,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,9,0.231314,0.254604,0,0,0.010669,89,0.000264,513,0.5,0
Greek Ministry of Finance,Greek Ministry of Finance,,government/executive,GREECE,"#78767D",0,0,1,1,0,1,1,10,0.203861,0.217185,0,0,0.000934,29,0.000264,514,0,0
Deutscher Kulturrat,Deutscher Kulturrat,,other civil society organisations and groups,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,515,0,0
Deutscher Musikrat,Deutscher Musikrat,,other civil society organisations and groups,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.251225,0.280357,0,0,0.007554,27,0.000264,516,0,0
Transparency International,Transparency International,,other civil society organisations and groups,NETHERLANDS,"#FFB415",26,0,1,1,0,1,1,1,1,1,0,0,0,28,0.000264,518,0,0
Centre for European Reform,Centre for European Reform,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,9,0.229061,0.253813,0,0,0.00575,22,0.000264,519,0,0
Deutsches Institut für Wirtschaftsforschung,Deutsches Institut für Wirtschaftsforschung,,other scientific and research professionals and institutions,GERMANY,"#717F75",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,520,0,0
Kiel Institute for the World Economy ,Kiel Institute for the World Economy ,,other scientific and research professionals and institutions,GERMANY,"#717F75",0,0,3,3,0,3,3,10,0.213436,0.240882,0,0,0.059982,3,0.000264,521,0,0
Bundesverband deutscher Banken,Bundesverband deutscher Banken,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,12,0.178963,0.194847,0,0,0.005107,22,0.000264,522,0,0
Commerzbank,Commerzbank,,employers organisations and firms,GERMANY,"#717F75",0,0,2,2,0,3,3,12,0.179372,0.197083,0,0,0.005134,22,0.000264,524,0,0
Court of Session,Court of Session,,judiciary,UNITED KINGDOM,"#E879A3",0,0,1,1,0,2,2,10,0.212175,0.228951,0,0,0.005298,47,0.000264,525,0,0
EU officials,EU officials,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,2,3,1,2,3,13,0.130848,0.140024,0,0.013305,0.012978,29,0.00074,200,0.333333,0.125388
Obvodní státní zastupitelství pro Prahu,Obvodní státní zastupitelství pro Prahu,,judiciary,CZECH REPUBLIC,"#47A265",0,0,1,1,0,1,1,10,0.21369,0.230794,0,0,0.001179,29,0.000264,526,0,0
Amnesty International,Amnesty International,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,9,0.189346,0.204896,0,0,0.001015,89,0.000264,527,0,0
ICT,ICT,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,11,0.152248,0.163312,0,0,0.000442,70,0.000264,528,0,0
EUISS,EUISS,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,529,0,0
Committee on Legal Affairs,Committee on Legal Affairs,,legislative,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,1,1,1,0,0,0.001059,71,0.000264,531,0,0
Ministère de la Justice,Ministère de la Justice,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0.000187,29,0.000264,533,0,0
EU Commissioner for Agriculture,EU Commissioner for Agriculture,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,3,3,0,3,3,9,0.263004,0.293575,0,0,0.023353,27,0.000264,534,0,0
European Anti-Fraud Office,European Anti-Fraud Office,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,0,5,5,0,5,5,9,0.283359,0.315619,0,0,0.034566,29,0.000264,536,0.15,0
Sargentini Judith,Sargentini Judith,,former states(wo)men,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000206,98,0.000264,537,0,0
CDU official,CDU official,,politicians,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.000397,21,0.000264,538,0,0
Gesundheitsministerium,Gesundheitsministerium,,government/executive,GERMANY,"#717F75",0,0,4,4,0,4,4,9,0.209436,0.230291,0,0,0.001394,21,0.000264,540,0,0
Tribunal Supremo,Tribunal Supremo,,judiciary,SPAIN,"#AF6729",27,3,2,5,3,3,6,1,1,1,6,0,0,30,0.000938,543,0,0.003929
Tsunami Democràtic,Tsunami Democràtic,,solidarity and human rights organisations,SPAIN,"#AF6729",28,0,1,1,0,1,1,1,1,1,0,0,0,31,0.000264,545,0,0
FC Barcelona,FC Barcelona,,employers organisations and firms,SPAIN,"#AF6729",27,0,1,1,0,1,1,2,0.6,0.666667,0,0,0,30,0.000264,546,0,0
Guardiola Pep,Guardiola Pep,,other professional organisations and groups,SPAIN,"#AF6729",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003523,85,0.000264,547,0,0
WTO,WTO,,central banks,NA,"#FFA910",0,3,2,5,4,3,7,10,0.206817,0.230388,332.301984,0.010214,0.051977,52,0.000912,200,0.15,0.034702
Accademia della Pace,Accademia della Pace,,solidarity and human rights organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.222429,0.244579,0,0,0.011082,27,0.000264,548,0,0
Associazione Apuana,Associazione Apuana,,solidarity and human rights organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.213056,0.228367,0,0,0.002244,71,0.000264,549,0,0
Ministero Esteri IT (M5S),Ministero Esteri IT (M5S),,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.006186,89,0.000264,550,0,0
Italia Viva,Italia Viva,,political parties,ITALY,"#B85D6F",0,4,5,9,4,8,12,9,0.269173,0.304417,1042.744444,0.039659,0.027356,3,0.000877,200,0.266667,0.115201
Vice-President of European Commission,Vice-President of European Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,9,10,1,10,11,10,0.251401,0.288683,359,0,0.084695,33,0.000489,551,0.022222,0.00131
University of Bologna,University of Bologna,,educational professionals and organisations,ITALY,"#B85D6F",0,0,2,2,0,2,2,9,0.26514,0.292089,0,0,0.007962,89,0.000264,552,0,0
Confindustria,Confindustria,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,13,0.148839,0.158763,0,0,0.007985,52,0.000264,553,0,0
Tokarczuk Olga,Tokarczuk Olga,,media and journalists,POLAND,"#FFE428",0,1,1,2,1,2,3,10,0.243372,0.266565,357,0,0.003925,51,0.000536,200,0,0.002627
Ministerstwo Kultury,Ministerstwo Kultury,,government/executive,POLAND,"#FFE428",0,1,1,2,1,1,2,11,0.196057,0.209105,695,0.01093,0,51,0.000319,200,0,0.009019
Pramerica SGR,Pramerica SGR,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,554,0,0
UBS,UBS,,economists and financial experts,SWITZERLAND,"#B35D41",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,555,0,0
DWS Group,DWS Group,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,556,0,0
Sąd Najwyższy,Sąd Najwyższy,,judiciary,POLAND,"#FFE428",0,6,2,8,6,3,9,9,0.264012,0.289712,11609.538607,0.008152,0.002383,83,0.003905,200,0.071429,0.066367
M5S activists,M5S activists,,politicians,ITALY,"#B85D6F",0,1,1,2,1,1,2,10,0.208868,0.227503,3.233333,0.007668,0.000806,27,0.000308,200,0,0.009597
Mayor of Rome,Mayor of Rome,,government/executive,ITALY,"#B85D6F",0,1,1,2,1,1,2,10,0.240778,0.26562,17.29359,0.002013,0.002399,27,0.000309,438,0,0.00131
Junts per Catalunya,Junts per Catalunya,,political parties,SPAIN,"#AF6729",27,0,1,1,0,1,1,2,0.6,0.666667,0,0,0,30,0.000264,557,0,0
Sinistra Repubblicana di Catalogna,Sinistra Repubblicana di Catalogna,,political parties,SPAIN,"#AF6729",0,0,1,1,0,1,1,1,1,1,0,0,0.000489,89,0.000264,558,0,0
Forcadell Carme,Forcadell Carme,,former states(wo)men,SPAIN,"#AF6729",27,0,1,1,0,1,1,2,0.6,0.666667,0,0,0,30,0.000264,559,0,0
NMV,NMV,,farmers and agricultural organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,11,0.152248,0.163312,0,0,0.000442,70,0.000264,560,0,0
US Government,US Government,,government/executive,UNITED STATES,"#EF7DB1",0,13,3,16,15,4,19,10,0.235217,0.265883,2894.981068,0.038131,0.053464,33,0.002005,200,0.041667,0.052861
Adler,Adler,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.226785,0.247202,0,0,0.005563,89,0.000264,561,0,0
Wiha,Wiha,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.000396,51,0.000264,562,0,0
US Defence Secretary,US Defence Secretary,,government/executive,UNITED STATES,"#EF7DB1",29,0,1,1,0,1,1,1,1,1,0,0,0,32,0.000264,564,0,0
Syrian Democratic Forces,Syrian Democratic Forces,,military,SYRIA,"#BB614F",0,2,1,3,2,1,3,11,0.190856,0.207018,361,0.00392,0.002794,33,0.000569,205,0.166667,0.003412
Turkey Ministry of Foreign Affairs,Turkey Ministry of Foreign Affairs,,government/executive,TURKEY,"#D16D79",0,0,1,1,0,1,1,1,1,1,0,0,0.001378,64,0.000264,565,0,0
Democratic Unionist Party,Democratic Unionist Party,,political parties,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,10,0.225423,0.248817,0,0,0.00923,47,0.000264,566,0,0
Retzlaff Andreas,Retzlaff Andreas,,farmers and agricultural organisations,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,567,0,0
Brexit Party,Brexit Party,,political parties,UNITED KINGDOM,"#E879A3",0,1,4,5,1,4,5,10,0.237716,0.27133,404.299715,0.006598,0.0609,22,0.000465,200,0.2,0.014886
Ndiaye Mouhamed,Ndiaye Mouhamed,,other civil society organisations and groups,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,568,0,0
Segre Liliana,Segre Liliana,,politicians,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.000647,3,0.000264,569,0,0
Sace-Simest,Sace-Simest,,other state executive agencies,ITALY,"#B85D6F",30,0,1,1,0,1,1,1,1,1,0,0,0,34,0.000264,571,0,0
Philips,Philips,,employers organisations and firms,NETHERLANDS,"#FFB415",0,2,1,3,2,1,3,1,1,1,698,0.011278,0,27,0.000442,176,0,0.006274
SOS Mediterranée,SOS Mediterranée,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.008192,29,0.000264,572,0,0
Socialistische Partij,Socialistische Partij,,political parties,NETHERLANDS,"#FFB415",0,2,6,8,2,6,8,7,0.265973,0.302833,7128.302381,0.013984,0.037318,70,0.000726,200,0.166667,0.016861
Rassemblement National,Rassemblement National,,political parties,FRANCE,"#6A886D",0,3,2,5,3,3,6,9,0.252646,0.274622,845.369192,0.017248,0.009535,47,0.000929,200,0.05,0.043559
La France Insoumise,La France Insoumise,,political parties,FRANCE,"#6A886D",0,1,2,3,1,2,3,9,0.252995,0.27525,359,0,0.010747,47,0.000489,573,0.166667,0.00131
EU-27 Ambassadors,EU-27 Ambassadors,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,2,2,10,0.212175,0.228951,0,0,0.005298,47,0.000264,574,0,0
Liberal Democrats,Liberal Democrats,,political parties,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.224937,0.246725,0,0,0.00918,47,0.000264,575,0,0
PFPZ,PFPZ,,employers organisations and firms,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,576,0,0
Carabinieri,Carabinieri,,police and internal security agencies,ITALY,"#B85D6F",31,0,1,1,0,1,1,1,1,1,0,0,0,35,0.000264,578,0,0
Regione Lombardia,Regione Lombardia,,government/executive,ITALY,"#B85D6F",0,3,1,4,3,2,5,9,0.252113,0.273831,716,0.013449,0.015107,3,0.001189,200,0.166667,0.128007
TAR Lombardia,TAR Lombardia,,judiciary,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.201799,0.213776,0,0,0.000985,3,0.000264,579,0,0
Tobis Andrzej,Tobis Andrzej,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,580,0,0
Turkish army,Turkish army,,military,TURKEY,"#D16D79",0,1,1,2,1,1,2,1,1,1,1,0,0.000726,33,0.000489,581,0,0.00131
Syrian Government,Syrian Government,,government/executive,SYRIA,"#BB614F",0,1,1,2,1,1,2,12,0.160643,0.171296,3,0.000993,0.000287,70,0.000309,510,0,0.00131
UN Secretary General,UN Secretary General,,government/executive,NA,"#FFA910",0,0,1,1,0,1,1,10,0.213056,0.228367,0,0,0.002244,71,0.000264,582,0,0
NATO Secretary General,NATO Secretary General,,military,NA,"#FFA910",0,0,2,2,0,3,3,9,0.226928,0.248595,0,0,0.011749,89,0.000264,583,0.5,0
US House of Representatives,US House of Representatives,,legislative,UNITED STATES,"#EF7DB1",0,1,2,3,1,4,5,12,0.150335,0.161174,359,0,0.007066,83,0.000489,584,0,0.00131
Consiglio regionale di Terni,Consiglio regionale di Terni,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.240778,0.26562,0,0,0.002399,27,0.000264,585,0,0
Smaghi Lorenzo,Smaghi Lorenzo,,economists and financial experts,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.008192,29,0.000264,586,0,0
Spanish Government,Spanish Government,,government/executive,SPAIN,"#AF6729",0,11,1,12,11,1,12,1,1,1,602.058658,0.048077,0.00024,85,0.004565,34,0.022727,0.182192
Presidente del Gobierno,Presidente del Gobierno,,government/executive,SPAIN,"#AF6729",0,2,3,5,2,3,5,10,0.206936,0.231645,1155.941342,0.011959,0.044471,85,0.000577,200,0.05,0.03385
Carnegie,Carnegie,,other scientific and research professionals and institutions,UNITED STATES,"#EF7DB1",0,0,2,2,0,2,2,10,0.244218,0.265205,0,0,0.009835,51,0.000264,587,0,0
Parlamentul Republicii Moldova,Parlamentul Republicii Moldova,,legislative,MOLDOVA,"#FF9D0C",0,0,1,1,0,2,2,2,0.666667,0.75,0,0,0.000325,21,0.000264,588,0,0
RIVM,RIVM,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,10,0.206085,0.227379,0,0.003824,0.043992,33,0.000323,265,0.5,0.001706
Government of Moldova,Government of Moldova,,government/executive,MOLDOVA,"#FF9D0C",0,5,2,7,6,2,8,1,1,1,703,0.004432,0,21,0.001689,50,0.166667,0.034058
Israel Foreign Ministry,Israel Foreign Ministry,,government/executive,ISRAEL,"#AF587E",0,0,1,1,0,1,1,14,0.130403,0.140394,0,0,0.001156,89,0.000264,589,0,0
Israel Embassy in Germany,Israel Embassy in Germany,,government/executive,ISRAEL,"#AF587E",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,590,0,0
Landwirtschaftsministerium,Landwirtschaftsministerium,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,591,0,0
Palestine Liberation Organization,Palestine Liberation Organization,,solidarity and human rights organisations,EGYPT,"#4BAB51",0,0,2,2,0,2,2,11,0.210681,0.233892,0,0,0.010961,98,0.000264,592,0,0
Israel Ministry of Transport,Israel Ministry of Transport,,government/executive,ISRAEL,"#AF587E",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,593,0,0
Bar-Ilan University,Bar-Ilan University,,educational professionals and organisations,ISRAEL,"#AF587E",0,0,1,1,0,1,1,12,0.178963,0.194847,0,0,0.005107,22,0.000264,594,0,0
Culture Action Europe,Culture Action Europe,,other civil society organisations and groups,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.251225,0.280357,0,0,0.007554,27,0.000264,595,0,0
Jagiellonian University,Jagiellonian University,,educational professionals and organisations,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.264945,0.294659,0,0,0.011348,51,0.000264,596,0,0
Polish judges,Polish judges,,judiciary,POLAND,"#FFE428",0,3,5,8,4,5,9,10,0.210217,0.235779,3782.250905,0.01879,0.005535,51,0.001594,200,0.089286,0.073356
Scottish National Party,Scottish National Party,,political parties,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,597,0,0
Europol,Europol,,police and internal security agencies,EUROPEAN UNION,"#5C9A5C",32,1,3,4,1,3,4,1,1,1,2,0,0,90,0.000376,601,0.083333,0.00131
Federal prosecutor office,Federal prosecutor office,,judiciary,BELGIUM,"#64638E",32,0,1,1,0,1,1,1,1,1,0,0,0,90,0.000264,602,0,0
UN Security Council,UN Security Council,,government/executive,NA,"#FFA910",32,0,2,2,0,2,2,1,1,1,0,0,0,90,0.000264,604,0,0
Sejm,Sejm,,legislative,POLAND,"#FFE428",0,3,2,5,3,2,5,11,0.187141,0.199202,3878.900794,0.010515,0,51,0.001681,200,0,0.042075
Former education minister PL,Former education minister PL,,former states(wo)men,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.229299,0.247676,0,0,0.008808,51,0.000264,606,0,0
Grupa Ponton,Grupa Ponton,,educational professionals and organisations,POLAND,"#FFE428",33,0,1,1,0,1,1,1,1,1,0,0,0,36,0.000264,608,0,0
Alarm Smogowy ,Alarm Smogowy ,,environmental organisations and groups,POLAND,"#FFE428",34,1,1,2,1,1,2,1,1,1,1,0,0,37,0.000489,610,0,0.00131
Sąd Rejonowy Rybniku,Sąd Rejonowy Rybniku,,judiciary,POLAND,"#FFE428",34,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,37,0.000264,611,0,0
Ombudsman PL,Ombudsman PL,,judiciary,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.173494,0.182318,0,0,0,83,0.000264,613,0,0
Wolszczak Grażyna,Wolszczak Grażyna,,media and journalists,POLAND,"#FFE428",34,0,1,1,0,1,1,1,1,1,0,0,0,37,0.000264,614,0,0
Sąd Rejonowy Gliwicach,Sąd Rejonowy Gliwicach,,judiciary,POLAND,"#FFE428",0,2,1,3,2,1,3,10,0.209329,0.22267,718,0,0.000597,83,0.000713,612,0,0.002619
Jakubowski Mr.,Jakubowski Mr.,,judiciary,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.173494,0.182318,0,0,0,83,0.000264,615,0,0
Ministerstwo Rozwoju,Ministerstwo Rozwoju,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,616,0,0
SNSPA University,SNSPA University,,educational professionals and organisations,POLAND,"#FFE428",35,0,1,1,0,1,1,1,1,1,0,0,0,38,0.000264,618,0,0
EU Commissioner for Economy,EU Commissioner for Economy,,government/executive,EUROPEAN UNION,"#5C9A5C",0,3,2,5,4,2,6,11,0.210217,0.232916,734.319858,0.036305,0.010651,27,0.000632,200,0.2,0.071193
TG4,TG5,,media and journalists,ITALY,"#B85D6F",36,0,0,0,0,0,0,0,0,0,0,0,0,39,0.000264,619,0,0
Trenitalia,Trenitalia,,employers organisations and firms,ITALY,"#B85D6F",0,1,1,2,1,1,2,1,1,1,1,0.011408,0,3,0.000275,355,0,0.00131
EU Commissioner for Climate Action,EU Commissioner for Climate Action,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,11,0.210064,0.231106,0.2,0.011051,0.010594,29,0.000277,308,0,0.00131
French farmers,French farmers,,farmers and agricultural organisations,FRANCE,"#6A886D",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,620,0,0
Bové José,Bové José,,former states(wo)men,FRANCE,"#6A886D",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,621,0,0
Farmers,Farmers,,farmers and agricultural organisations,NA,"#FFA910",37,0,1,1,0,1,1,1,1,1,0,0,0,40,0.000264,623,0,0
Tilberg University,Tilberg University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,3,1,4,3,1,4,10,0.206085,0.227379,391.583333,0.001738,0.043992,70,0.000601,624,0,0.003929
Ministerie van Landbouw,Ministerie van Landbouw,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,11,0.171265,0.183977,0,0,0.000127,70,0.000264,625,0,0
Volkspartij voor Vrijheid en Democratie,Volkspartij voor Vrijheid en Democratie,,political parties,NETHERLANDS,"#FFB415",0,0,6,6,0,7,7,7,0.24811,0.278143,0,0,0.018107,89,0.000264,627,0,0
Partij voor de Vrijheid,Partij voor de Vrijheid,,political parties,NETHERLANDS,"#FFB415",0,0,3,3,0,4,4,8,0.231511,0.257123,0,0,0.005492,70,0.000264,628,0,0
Dekkers Midas,Dekkers Midas,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,629,0,0
ABLV Bank,ABLV Bank,,employers organisations and firms,LATVIA,"#D46B42",0,1,1,2,1,1,2,10,0.212337,0.232324,954.896098,0.00189,0.003883,83,0.000932,200,0.5,0.026231
Single Resolution Board,Single Resolution Board,,central banks,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,10,0.212589,0.232696,112.699618,0.004594,0.003883,83,0.000711,200,0,0.040543
Nestlé,Nestlé,,employers organisations and firms,SWITZERLAND,"#B35D41",0,0,1,1,0,1,1,10,0.251225,0.280357,0,0,0.007554,27,0.000264,630,0,0
Council of Ministers,Council of Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,3,3,6,3,3,6,9,0.252468,0.283481,745.961862,0.012023,0.034679,22,0.000801,200,0.033333,0.03516
Le Parisien,Le Parisien,,media and journalists,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,631,0,0
SPD Parliamentary Group,SPD Parliamentary Group,,political parties,GERMANY,"#717F75",0,1,1,2,1,1,2,10,0.224311,0.24627,0,0.012224,0.006658,71,0.000478,200,0.5,0.067745
Blumsztajn Weseryn,Blumsztajn Weseryn,,educational professionals and organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,632,0,0
Turkish Foreign Ministry,Turkish Foreign Ministry,,government/executive,TURKEY,"#D16D79",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,633,0,0
BBC,BBC,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,2,2,10,0.224937,0.246725,0,0,0.00918,47,0.000264,634,0,0
Guardian,Guardian,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,2,2,0,3,3,10,0.225503,0.249278,0,0,0.010362,47,0.000264,635,0,0
Ministry of Consumer Protection Brandenburg,Ministry of Consumer Protection Brandenburg,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,13,0.130688,0.137777,0,0,0.007005,83,0.000264,636,0,0
Fridays for Future,Fridays for Future,,environmental organisations and groups,NA,"#FFA910",38,0,2,2,0,2,2,1,1,1,0,0,0,41,0.000264,639,0,0
Nakate Vanessa,Nakate Vanessa,,migrant organisations and groups,UGANDA,"#D97187",39,0,1,1,0,1,1,1,1,1,0,0,0,42,0.000264,641,0,0
Tukano people,Tukano people,,the general public,BRAZIL,"#377EB6",40,0,1,1,0,1,1,1,1,1,0,0,0,43,0.000264,643,0,0
TELT,TELT,,employers organisations and firms,FRANCE,"#6A886D",41,0,1,1,0,1,1,1,1,1,0,0,0,44,0.000264,645,0,0
Sassoon Donald,Sassoon Donald,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.224937,0.246725,0,0,0.00918,47,0.000264,646,0,0
Emmott Bill,Emmott Bill,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.224937,0.246725,0,0,0.00918,47,0.000264,647,0,0
EU Commissioner for Trade,EU Commissioner for Trade,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,3,3,0,5,5,11,0.175894,0.193496,0,0,0.009509,52,0.000264,648,0.166667,0
Ministerie van Economische Zaken,Ministerie van Economische Zaken,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,11,0.152248,0.163312,0,0,0.000442,70,0.000264,649,0,0
University of Leiden,University of Leiden,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,4,5,1,4,5,8,0.228571,0.257093,4.4,0.011866,0.052196,33,0.000274,266,0.15,0.00131
University of Groningen,University of Groningen,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,2,2,12,0.174441,0.188552,0,0,0.005404,52,0.000264,650,0,0
ECCHR,ECCHR,,solidarity and human rights organisations,NA,"#FFA910",42,0,1,1,0,1,1,1,1,1,0,0,0,45,0.000264,652,0,0
Turkish Government,Turkish Government,,government/executive,TURKEY,"#D16D79",0,9,4,13,11,6,17,9,0.269985,0.301251,3548.98695,0.030624,0.06348,71,0.002599,200,0.037879,0.065084
Greece,Greece,,whole polities,NA,"#FFA910",0,1,4,5,1,4,5,10,0.21102,0.237938,4.333333,0.003899,0.051343,33,0.000306,204,0.1,0.001706
Ministerie van Volksgezondheid,Ministerie van Volksgezondheid,,government/executive,NETHERLANDS,"#FFB415",0,6,3,9,7,3,10,7,0.258484,0.288494,1277.72399,0.01545,0.029607,70,0.001079,200,0.071429,0.012791
Teva,Teva,,employers organisations and firms,ISRAEL,"#AF587E",0,1,1,2,1,1,2,8,0.205511,0.220155,0,0.002169,0.001132,70,0.00057,200,0,0.004261
Raam op Rusland,Raam op Rusland,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.212175,0.228951,0,0,0.005298,47,0.000264,653,0,0
Deutsch-Russische Auslandshandelskammer,Deutsch-Russische Auslandshandelskammer,,employers organisations and firms,GERMANY,"#717F75",0,0,2,2,0,2,2,8,0.265336,0.297354,0,0,0.021175,33,0.000264,654,0,0
Ost-Ausschuss,Ost-Ausschuss,,employers organisations and firms,GERMANY,"#717F75",0,0,2,2,0,2,2,10,0.215099,0.240245,0,0,0.046786,33,0.000264,655,0.5,0
EU Counter-Terrorism Coordinator,EU Counter-Terrorism Coordinator,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,656,0,0
Government of Saudi Arabia,Government of Saudi Arabia,,government/executive,SAUDI ARABIA,"#E0C52F",0,3,1,4,3,1,4,11,0.210094,0.231193,535.376984,0.012421,0.010594,71,0.000815,200,0,0.070364
Bundesamt für Verfassungsschutz,Bundesamt für Verfassungsschutz,,other state executive agencies,GERMANY,"#717F75",43,0,1,1,0,1,1,1,1,1,0,0,0,46,0.000264,658,0,0
