Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
EU-27 Ambassadors,EU-27 Ambassadors,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,2,2,11,0.169034,0.19153,0,0,0.010303,4,0.000915,267,0,0
Liberal Democrats,Liberal Democrats,,political parties,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,9,0.240404,0.26595,0,0,0.015859,2,0.000915,268,0,0
Parlamentul Republicii Moldova,Parlamentul Republicii Moldova,,legislative,MOLDOVA,"#FF9D0C",9,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,19,0.000915,269,0,0
Government of Moldova,Government of Moldova,,government/executive,MOLDOVA,"#FF9D0C",9,4,2,6,4,2,6,1,1,1,3,0,0,19,0.003248,207,0.2,0.030861
Israel Foreign Ministry,Israel Foreign Ministry,,government/executive,ISRAEL,"#AF587E",1,0,1,1,0,1,1,3,0.5,0.566667,0,0,0.001917,17,0.000915,270,0,0
Israel Embassy in Germany,Israel Embassy in Germany,,government/executive,ISRAEL,"#AF587E",1,0,1,1,0,1,1,14,0.12069,0.189982,0,0,0.011164,9,0.000915,271,0,0
Landwirtschaftsministerium,Landwirtschaftsministerium,,government/executive,GERMANY,"#717F75",1,0,1,1,0,1,1,14,0.12069,0.189982,0,0,0.011164,9,0.000915,272,0,0
Palestine Liberation Organization,Palestine Liberation Organization,,solidarity and human rights organisations,EGYPT,"#4BAB51",1,0,2,2,0,2,2,17,0.101633,0.166463,0,0,0.034693,1,0.000915,273,0,0
Israel Ministry of Transport,Israel Ministry of Transport,,government/executive,ISRAEL,"#AF587E",1,0,1,1,0,1,1,14,0.12069,0.189982,0,0,0.011164,9,0.000915,274,0,0
Bar-Ilan University,Bar-Ilan University,,educational professionals and organisations,ISRAEL,"#AF587E",1,0,1,1,0,1,1,16,0.098765,0.14495,0,0,0.019392,9,0.000915,275,0,0
Brexit Party,Brexit Party,,political parties,UNITED KINGDOM,"#E879A3",1,1,1,2,1,1,2,9,0.240816,0.266509,55,0.008926,0.015859,2,0.001363,86,0,0.034733
ABLV Bank,ABLV Bank,,employers organisations and firms,LATVIA,"#D46B42",1,1,1,2,1,1,2,14,0.119306,0.187376,279.5,0,0.011164,9,0.003006,46,0.5,0.133259
Single Resolution Board,Single Resolution Board,,central banks,EUROPEAN UNION,"#5C9A5C",1,1,1,2,1,1,2,14,0.121413,0.191784,793,0.001938,0.011164,9,0.004942,46,0,0.119209
European Parliament,European Parliament,,legislative,EUROPEAN UNION,"#5C9A5C",1,8,2,10,11,2,13,15,0.11828,0.194778,1180.5,0.049991,0.014469,4,0.009474,46,0.013889,0.379208
Nestlé,Nestlé,,employers organisations and firms,SWITZERLAND,"#B35D41",1,0,1,1,0,1,1,9,0.221601,0.276257,0,0,0.01609,4,0.000915,276,0,0
Council of Ministers,Council of Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,8,0.255708,0.316645,0,0,0.054999,1,0.000915,277,0,0
Le Parisien,Le Parisien,,media and journalists,FRANCE,"#6A886D",1,0,1,1,0,1,1,1,1,1,0,0,0.017553,15,0.000915,278,0,0
SPD Parliamentary Group,SPD Parliamentary Group,,political parties,GERMANY,"#717F75",1,1,1,2,1,1,2,9,0.236,0.269051,0,0.036214,0.01188,5,0.001295,86,0.5,0.188444
Ministère de l'Économie,Ministère de l'Économie,,government/executive,FRANCE,"#6A886D",1,1,2,3,1,2,3,9,0.262582,0.292603,139.5,0.010149,0.013009,18,0.00146,220,0,0.010891
US House of Representatives,US House of Representatives,,legislative,UNITED STATES,"#EF7DB1",15,0,1,1,0,3,3,1,1,1,0,0,0,29,0.000915,280,0,0
Deutsch-Russische Auslandshandelskammer,Deutsch-Russische Auslandshandelskammer,,employers organisations and firms,GERMANY,"#717F75",1,0,2,2,0,2,2,9,0.27972,0.326015,0,0,0.047989,17,0.000915,281,0,0
EU Commissioner for Trade,EU Commissioner for Trade,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,3,3,0,3,3,2,0.8,0.875,0,0,0.020972,22,0.000915,283,0.166667,0
NATO Secretary General,NATO Secretary General,,military,NA,"#FFA910",1,0,2,2,0,2,2,10,0.24187,0.272652,0,0,0.032782,17,0.000915,284,0,0
Ukrainian Government,Ukrainian Government,,government/executive,UKRAINE,"#E07595",1,1,1,2,1,1,2,2,0.666667,0.75,6,0.000221,0.020219,22,0.001345,125,0,0.008991
Ost-Ausschuss,Ost-Ausschuss,,employers organisations and firms,GERMANY,"#717F75",1,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.071922,17,0.000915,285,0.5,0
EU Counter-Terrorism Coordinator,EU Counter-Terrorism Coordinator,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,17,0.100901,0.152177,0,0,0.032942,1,0.000915,286,0,0
Government of Saudi Arabia,Government of Saudi Arabia,,government/executive,SAUDI ARABIA,"#E0C52F",1,2,1,3,2,1,3,17,0.100901,0.152177,21.416667,0.037246,0.032942,1,0.001684,50,0,0.191708
Bundesamt für Verfassungsschutz,Bundesamt für Verfassungsschutz,,other state executive agencies,GERMANY,"#717F75",16,0,1,1,0,1,1,1,1,1,0,0,0,30,0.000915,288,0,0
EU experts,EU experts,,economists and financial experts,NA,"#FFA910",1,0,2,2,0,2,2,11,0.153074,0.187507,0,0,0.007699,1,0.000915,289,0,0
Government of Finland,Government of Finland,,government/executive,FINLAND,"#639164",1,0,1,1,0,1,1,9,0.246696,0.288336,0,0,0.017597,24,0.000915,290,0,0
Polish PM,Polish PM,,government/executive,POLAND,"#FFE428",1,0,2,2,0,2,2,9,0.224299,0.285066,0,0,0.030989,9,0.000915,291,0,0
EU heads of state and government,EU heads of state and government,,government/executive,EUROPEAN UNION,"#5C9A5C",1,5,2,7,6,2,8,1,1,1,302,0.078826,0,24,0.003771,30,0.047619,0.448972
Médecins Sans Frontières,Médecins Sans Frontières,,solidarity and human rights organisations,NA,"#FFA910",1,0,1,1,0,1,1,2,0.555556,0.6,0,0,0.066359,13,0.000915,292,0,0
CFDT,CFDT,,unions and employees,FRANCE,"#6A886D",1,0,1,1,0,1,1,9,0.257576,0.282316,0,0,0.012738,18,0.000915,293,0,0
CGT,CGT,,unions and employees,FRANCE,"#6A886D",1,0,1,1,0,1,1,9,0.257576,0.282316,0,0,0.012738,18,0.000915,294,0,0
La France Insoumise activist,La France Insoumise activist,,politicians,FRANCE,"#6A886D",1,0,1,1,0,1,1,10,0.206186,0.222622,0,0,0,18,0.000915,296,0,0
La France Insoumise,La France Insoumise,,political parties,FRANCE,"#6A886D",1,1,1,2,1,1,2,9,0.257576,0.282316,119,0,0.012738,18,0.001693,295,0,0.003264
Rassemblement National,Rassemblement National,,political parties,FRANCE,"#6A886D",1,0,1,1,0,1,1,9,0.257576,0.282316,0,0,0.012738,18,0.000915,297,0,0
Northern Irish PM,Northern Irish PM,,government/executive,NORTHERN IRELAND,"#FFC01A",17,1,1,2,1,1,2,1,1,1,0,0,0,20,0.00609,298,0,0.007715
Deputy Northern Irish PM,Deputy Northern Irish PM,,government/executive,NORTHERN IRELAND,"#FFC01A",17,1,1,2,1,1,2,1,1,1,0,0,0,20,0.00609,298,0,0.007715
EU Ministers,EU Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,1,1,1,0,0,0.012152,1,0.000915,299,0,0
Ministre chargé des Affaires européennes,Ministre chargé des Affaires européennes,,government/executive,FRANCE,"#6A886D",1,0,1,1,0,1,1,11,0.169034,0.19153,0,0,0.010303,4,0.000915,300,0,0
Irish Minister for Foreign Affairs,Irish Minister for Foreign Affairs,,government/executive,IRELAND,"#A5548D",1,0,1,1,0,2,2,11,0.169034,0.19153,0,0,0.010303,4,0.000915,301,0,0
Spanish farmer,Spanish farmer,,farmers and agricultural organisations,SPAIN,"#AF6729",1,0,1,1,0,1,1,3,0.4,0.472222,0,0,0.000183,24,0.000915,302,0,0
Government of Marocco,Government of Marocco,,government/executive,MAROCCO,"#FF9107",1,0,1,1,0,1,1,1,1,1,0,0,0.001346,13,0.000915,303,0,0
Andreoni Massimo,Andreoni Massimo,,other scientific and research professionals and institutions,ITALY,"#B85D6F",1,0,1,1,0,1,1,1,1,1,0,0,0.000183,24,0.000915,304,0,0
Presidente della Lombardia,Presidente della Lombardia,,government/executive,ITALY,"#B85D6F",1,0,1,1,0,1,1,4,0.340909,0.4,0,0,0.005959,24,0.000915,305,0,0
EU-27 Europe Minister,EU-27 Europe Minister,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,1,1,1,0,0,0.012152,1,0.000915,306,0,0
EU Member States,EU Member States,,whole polities,EUROPEAN UNION,"#5C9A5C",1,14,2,16,17,2,19,16,0.11022,0.179629,823.333333,0.245883,0.018849,1,0.008072,46,0.041667,0.600477
EU Commissioner for Environment,EU Commissioner for Environment,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,1,1,1,0,0,0.002069,1,0.000915,307,0,0
German economist,German economist,,economists and financial experts,GERMANY,"#717F75",1,0,1,1,0,1,1,9,0.274827,0.31615,0,0,0.042426,5,0.000915,308,0,0
New York Times,New York Times,,media and journalists,UNITED KINGDOM,"#E879A3",18,0,1,1,0,1,1,1,1,1,0,0,0,31,0.000915,310,0,0
Chancellor of the Exchequer,Chancellor of the Exchequer,,government/executive,UNITED KINGDOM,"#E879A3",19,0,1,1,0,1,1,1,1,1,0,0,0,32,0.000915,312,0,0
Several EU Member States,Several EU Member States,,whole polities,EUROPEAN UNION,"#5C9A5C",1,0,2,2,0,2,2,9,0.25,0.300821,0,0,0.030591,24,0.000915,313,0,0
Bundesministerium für Wirtschaft,Bundesministerium für Wirtschaft,,government/executive,GERMANY,"#717F75",20,0,1,1,0,1,1,1,1,1,0,0,0,33,0.000915,315,0,0
German Marshall Fund,German Marshall Fund,,other scientific and research professionals and institutions,UNITED STATES,"#EF7DB1",1,0,2,2,0,2,2,9,0.27972,0.326015,0,0,0.047989,17,0.000915,316,0,0
Curevec,Curevec,,employers organisations and firms,GERMANY,"#717F75",1,0,1,1,0,1,1,3,0.4,0.472222,0,0,0.005563,17,0.000915,317,0,0
Kuvendi i Republikës së Kosovës,Kuvendi i Republikës së Kosovës,,legislative,KOSOVO,"#CB6651",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,34,0.000915,318,0,0
Kosovo PM,Kosovo PM,,government/executive,KOSOVO,"#CB6651",1,5,1,6,6,1,7,1,1,1,86,0,0,34,0.004547,13,0,0.032039
LDK,LDK,,political parties,KOSOVO,"#CB6651",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,34,0.000915,319,0,0
Kryetari i Kosovës,Kryetari i Kosovës,,government/executive,KOSOVO,"#CB6651",1,1,2,3,1,2,3,2,0.75,0.833333,3,0,0,34,0.001693,321,0,0.003264
US Ambassador in Germany,US Ambassador in Germany,,government/executive,UNITED STATES,"#EF7DB1",1,1,2,3,1,2,3,2,0.75,0.833333,240,0.008926,0,34,0.001363,14,0,0.034733
Land schafft Verbindung,Land schafft Verbindung,,farmers and agricultural organisations,GERMANY,"#717F75",21,1,1,2,1,1,2,1,1,1,1,0,0,35,0.001693,323,0,0.003264
Bayerische Gemeindetag,Bayerische Gemeindetag,,government/executive,GERMANY,"#717F75",21,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,35,0.000915,324,0,0
Overy Richard,Overy Richard,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",22,0,1,1,0,1,1,1,1,1,0,0,0,36,0.000915,326,0,0
EU finance ministers,EU finance ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",1,2,2,4,2,2,4,2,0.666667,0.75,10,0.069245,0.012089,24,0.001505,31,0,0.074774
Sea-Eye,Sea-Eye,,solidarity and human rights organisations,GERMANY,"#717F75",1,0,1,1,0,1,1,4,0.394737,0.438889,0,0,0.012876,13,0.000915,327,0,0
German tour operators,German tour operators,,employers organisations and firms,GERMANY,"#717F75",1,0,1,1,0,1,1,8,0.255708,0.316645,0,0,0.054999,1,0.000915,328,0,0
Deutsche Bischofskonferenz,Deutsche Bischofskonferenz,,churches and religious organizations and groups,GERMANY,"#717F75",1,0,1,1,0,1,1,17,0.100901,0.152177,0,0,0.032942,1,0.000915,329,0,0
The United Nations,The United Nations,,government/executive,NA,"#FFA910",1,0,1,1,0,1,1,1,1,1,0,0,0.001024,1,0.000915,330,0,0
conservative politicians,conservative politicians,,politicians,NA,"#FFA910",23,0,1,1,0,1,1,1,1,1,0,0,0,37,0.000915,332,0,0
Urgenda Foundation,Urgenda Foundation,,environmental organisations and groups,NETHERLANDS,"#FFB415",1,3,1,4,3,1,4,1,1,1,149,0.008201,0,9,0.016852,18,0,0.2108
Democraten 66,Democraten 67,,political parties,NETHERLANDS,"#FFB415",24,0,1,1,0,1,1,1,1,1,0,0,0,38,0.000915,334,0,0
Amsterdam Court of Appeal,Amsterdam Court of Appeal,,judiciary,NETHERLANDS,"#FFB415",25,0,1,1,0,1,1,1,1,1,0,0,0,39,0.000915,336,0,0
Forum voor Democratie,Forum voor Democratie,,political parties,NETHERLANDS,"#FFB415",24,1,1,2,1,1,2,1,1,1,1,0,0,38,0.001693,337,0,0.003264
Ministerie van Justitie,Ministerie van Justitie,,government/executive,NETHERLANDS,"#FFB415",24,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,38,0.000915,338,0,0
Dutch Government,Dutch Government,,government/executive,NETHERLANDS,"#FFB415",1,1,1,2,1,1,2,1,1,1,0,0,0.001099,9,0.015238,18,0,0.064261
Bundesverwaltungsgericht,Bundesverwaltungsgericht,,judiciary,GERMANY,"#717F75",1,1,1,2,1,1,2,2,0.666667,0.75,4,0.039152,0.001099,9,0.000982,96,0,0.007715
Chinese Government,Chinese Government,,government/executive,CHINA,"#3F908E",1,3,1,4,3,1,4,10,0.174101,0.210809,226,0.020221,0.000301,1,0.002426,88,0,0.01997
Auswärtiger Ausschuss - Deutscher Bundestag,Auswärtiger Ausschuss - Deutscher Bundestag,,legislative,GERMANY,"#717F75",1,0,1,1,0,1,1,9,0.274827,0.31615,0,0,0.042426,5,0.000915,339,0,0
AHK Beijing,AHK Beijing,,employers organisations and firms,GERMANY,"#717F75",1,0,1,1,0,1,1,11,0.149327,0.174207,0,0,0.002709,1,0.000915,340,0,0
Deutscher Bundestag,Deutscher Bundestag,,legislative,GERMANY,"#717F75",1,2,1,3,5,1,6,1,1,1,0,0.060343,0.021285,5,0.001392,60,0.5,0.191708
CDU-CSU Fraktion im Bundestag,CDU-CSU Fraktion im Bundestag,,legislative,GERMANY,"#717F75",1,0,1,1,0,1,1,1,1,1,0,0,0.021285,1,0.000915,341,0,0
Bund Naturschutz,Bund Naturschutz,,environmental organisations and groups,GERMANY,"#717F75",26,0,1,1,0,1,1,1,1,1,0,0,0,40,0.000915,343,0,0
Downing Street Chief of Staff,Downing Street Chief of Staff,,government/executive,UNITED KINGDOM,"#E879A3",1,3,1,4,3,1,4,1,1,1,82,0.007862,0,2,0.003971,83,0,0.116988
Several Tory MPs,Several Tory MPs,,legislative,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.001053,2,0.000915,344,0,0
Anglican Diocese of Leeds,Anglican Diocese of Leeds,,churches and religious organizations and groups,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,9,0.240404,0.26595,0,0,0.015859,2,0.000915,345,0,0
SAGE,SAGE,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.001053,2,0.000915,346,0,0
Luthansa,Luthansa,,employers organisations and firms,GERMANY,"#717F75",1,1,1,2,1,1,2,9,0.274827,0.31615,118,0.001112,0.042426,12,0.001174,169,0,0.003264
International Monetary Fund,International Monetary Fund,,central banks,NA,"#FFA910",27,0,1,1,0,1,1,1,1,1,0,0,0,41,0.000915,348,0,0
Privat Bank,Privat Bank,,employers organisations and firms,UKRAINE,"#E07595",28,0,1,1,0,1,1,1,1,1,0,0,0,42,0.000915,350,0,0
Kolomoiskij's allies,Kolomoiskij's allies,,politicians,UKRAINE,"#E07595",29,0,1,1,0,1,1,1,1,1,0,0,0,43,0.000915,352,0,0
Bat'kivshchyna,Bat'kivshchyna,,political parties,UKRAINE,"#E07595",30,0,1,1,0,1,1,1,1,1,0,0,0,44,0.000915,354,0,0
Prezydent Rzeczypospolitej,Prezydent Rzeczypospolitej,,government/executive,POLAND,"#FFE428",1,2,2,4,2,2,4,10,0.16369,0.208579,1819.666667,0,0.009408,15,0.004694,46,0,0.020496
Polish judges,Polish judges,,judiciary,POLAND,"#FFE428",1,0,2,2,0,2,2,9,0.18038,0.22092,0,0,0.001063,15,0.000915,356,0,0
Zoll Andrzej,Zoll Andrzej,,former states(wo)men,POLAND,"#FFE428",1,0,1,1,0,1,1,10,0.15427,0.181094,0,0,0.000172,15,0.000915,357,0,0
Mactzak Marcin,Mactzak Marcin,,other professional organisations and groups,POLAND,"#FFE428",1,0,1,1,0,1,1,11,0.142857,0.176073,0,0,0,15,0.000915,358,0,0
Sąd Najwyższy,Sąd Najwyższy,,judiciary,POLAND,"#FFE428",1,2,1,3,2,1,3,9,0.179153,0.208499,1603,0.001283,0.001044,15,0.003688,46,0,0.015455
Disciplinary Chamber of the Supreme Court,Disciplinary Chamber of the Supreme Court,,judicary,POLAND,"#FFE428",1,3,1,4,3,1,4,8,0.212355,0.248853,1568,0.00779,0,15,0.007559,46,0,0.026371
Tuleya Igor,Tuleya Igor,,judiciary,POLAND,"#FFE428",1,1,2,3,1,2,3,7,0.268293,0.335714,1476,0,0.056043,15,0.007341,46,0,0.017429
European Data Protection Board,European Data Protection Board,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,8,0.255708,0.316645,0,0,0.054999,1,0.000915,359,0,0
US Governor,US Governor,,government/executive,UNITED STATES,"#EF7DB1",31,0,1,1,0,1,1,1,1,1,0,0,0,45,0.000915,361,0,0
Specialist Prosecutor's Office,Specialist Prosecutor's Office,,judiciary,NETHERLANDS,"#FFB415",1,0,1,1,0,1,1,3,0.5,0.583333,0,0,0,34,0.000915,362,0,0
Collegium Polonicum,Collegium Polonicum,,educational professionals and organisations,POLAND,"#FFE428",1,0,1,1,0,1,1,1,1,1,0,0,0.002959,3,0.000915,363,0,0
Gazetę Przed-Wyborczą,Gazetę Przed-Wyborczą,,media and journalists,POLAND,"#FFE428",1,1,1,2,1,1,2,11,0.143229,0.177001,1855.666667,0,0,15,0.00353,46,0,0.052814
Polish Government,Polish Government,,government/executive,POLAND,"#FFE428",1,1,1,2,1,1,2,12,0.127315,0.158118,1947.666667,0.007907,0,15,0.003076,46,0,0.182194
Deutsche Gesellschaft für Auswärtige Politik,Deutsche Gesellschaft für Auswärtige Politik,,other scientific and research professionals and institutions,GERMANY,"#717F75",1,0,1,1,0,1,1,1,1,1,0,0,0.002959,3,0.000915,364,0,0
German vox pop,German vox pop,,the general public,GERMANY,"#717F75",1,0,3,3,0,5,5,9,0.28401,0.336878,0,0,0.115397,13,0.000915,365,0,0
European Commissioner for Budget,European Commissioner for Budget,,government/executive,EUROPEAN UNION,"#5C9A5C",1,0,1,1,0,1,1,16,0.107486,0.161676,0,0,0.006697,4,0.000915,366,0,0
Boyers Martyn,Boyers Martyn,,employers organisations and firms,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,9,0.240404,0.26595,0,0,0.015859,2,0.000915,367,0,0
National Federation of Fishermen's Organisations,National Federation of Fishermen's Organisations,,employers organisations and firms,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,17,0.100901,0.152177,0,0,0.032942,1,0.000915,368,0,0
Brydges Martin,Brydges Martin,,unions and employees,UNITED KINGDOM,"#E879A3",21,0,1,1,0,1,1,1,1,1,0,0,0,35,0.000915,369,0,0
EU Commissioner for Home Affairs,EU Commissioner for Home Affairs,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,2,3,1,2,3,17,0.105751,0.178455,1,0.067905,0.033544,22,0.000942,107,0.166667,0.003264
Nézőpont Intézet,Nézőpont Intézet,,other scientific and research professionals and institutions,HUNGARY,"#7F6D85",1,0,1,1,0,1,1,9,0.22973,0.255886,0,0,0.007076,3,0.000915,370,0,0
Direkt36,Direkt37,,media and journalists,HUNGARY,"#7F6D85",32,0,1,1,0,1,1,1,1,1,0,0,0,46,0.000915,372,0,0
Transparency International HU,Transparency International HU,,other civil society organisations and groups,HUNGARY,"#7F6D85",33,0,1,1,0,1,1,1,1,1,0,0,0,47,0.000915,374,0,0
Magyar Bálint,Magyar Bálint,,former states(wo)men,HUNGARY,"#7F6D85",1,0,1,1,0,1,1,9,0.22973,0.255886,0,0,0.007076,3,0.000915,375,0,0
K-Monitor,K-Monitor,,other civil society organisations and groups,HUNGARY,"#7F6D85",1,0,1,1,0,1,1,9,0.22973,0.255886,0,0,0.007076,3,0.000915,376,0,0
Infineon,Infineon,,employers organisations and firms,GERMANY,"#717F75",1,0,1,1,0,1,1,1,1,1,0,0,0.017553,15,0.000915,377,0,0
Berlin,Berlin,,government/executive,GERMANY,"#717F75",34,0,1,1,0,1,1,1,1,1,0,0,0,48,0.000915,379,0,0
n-ost,n-ost,,media and journalists,GERMANY,"#717F75",35,0,1,1,0,1,1,1,1,1,0,0,0,49,0.000915,381,0,0
Velikonja Mitja,Velikonja Mitja,,educational professionals and organisations,SLOVENIA,"#BF862B",1,0,1,1,0,1,1,2,0.555556,0.6,0,0,0.066359,13,0.000915,382,0,0
Drakulić Slavenka,Drakulić Slavenka,,media and journalists,CROATIA,"#419583",1,0,1,1,0,1,1,2,0.555556,0.6,0,0,0.066359,13,0.000915,383,0,0
political commentators,political commentators,,media and journalists,NA,"#FFA910",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.005032,5,0.000915,384,0,0
Mujanović Jasmin,Mujanović Jasmin,,educational professionals and organisations,BOSNIA & HERZEGOVINA,"#4476AB",1,0,1,1,0,1,1,1,1,1,0,0,0.017553,15,0.000915,385,0,0
Financial Times,Financial Times,,media and journalists,UNITED KINGDOM,"#E879A3",1,0,2,2,0,2,2,9,0.245868,0.279955,0,0,0.026162,4,0.000915,386,0,0
Predsednik Srbije,Predsednik Srbije,,government/executive,SERBIA,"#D0A62D",1,0,1,1,0,2,2,2,0.666667,0.75,0,0,0,34,0.000915,387,0,0
Ministère de l'Europe,Ministère de l'Europe,,government/executive,FRANCE,"#6A886D",1,0,1,1,0,1,1,16,0.107486,0.161676,0,0,0.006697,4,0.000915,388,0,0
Színház- és Filmművészeti Egyetem,Színház- és Filmművészeti Egyetem,,educational professionals and organisations,HUNGARY,"#7F6D85",1,3,1,4,4,2,6,1,1,1,81,0.012469,0,3,0.013573,66,0,0.06521
Board of Trustees SZFE,Board of Trustees SZFE,,educational professionals and organisations,HUNGARY,"#7F6D85",1,1,1,2,2,2,4,1,1,1,0,0,0.001671,3,0.012449,66,0,0.030211
SZFE student body,SZFE student body,,"students, pupils, and their parents",HUNGARY,"#7F6D85",1,0,1,1,0,1,1,9,0.22973,0.255886,0,0,0.007076,3,0.000915,389,0,0
Magyarország miniszterelnökséget,Magyarország miniszterelnökséget,,government/executive,HUNGARY,"#7F6D85",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.001671,3,0.000915,390,0,0
Berliner Ensemble,Berliner Ensemble,,media and journalists,GERMANY,"#717F75",1,0,1,1,0,1,1,9,0.22973,0.255886,0,0,0.007076,3,0.000915,391,0,0
Facebook,Facebook,,employers organisations and firms,ITALY,"#B85D6F",1,2,2,4,2,2,4,16,0.109195,0.176383,58.5,0.069146,0.00682,4,0.00172,109,0,0.006527
Data Protection Commission ,Data Protection Commission ,,consumer organisations and groups,IRELAND,"#A5548D",1,0,1,1,0,1,1,17,0.1,0.149693,0,0,0.009264,4,0.000915,392,0,0
Schrems Max,Schrems Max,,solidarity and human rights organisations,AUSTRIA,"#944863",1,0,1,1,0,1,1,14,0.12069,0.189982,0,0,0.011164,9,0.000915,393,0,0
Turkish Government,Turkish Government,,government/executive,TURKEY,"#D16D79",1,1,2,3,3,2,5,9,0.264151,0.323158,0.25,0.067905,0.083956,2,0.000942,105,0.166667,0.003264
several scientists,several scientists,,other scientific and research professionals and institutions,NA,"#FFA910",1,0,1,1,0,1,1,1,1,1,0,0,0.001218,2,0.000915,394,0,0
Partido Social Democrata - Partido Popular,Partido Social Democrata - Partido Popular,,political parties,PORTUGAL,"#FFEF2C",36,0,1,1,0,1,1,1,1,1,0,0,0,50,0.000915,396,0,0
Presidente del Gobierno,Presidente del Gobierno,,government/executive,SPAIN,"#AF6729",1,2,1,3,2,1,3,2,0.555556,0.6,335,0.001364,0.066359,24,0.002256,32,0,0.074774
Neue Soziale Marktwirtschaft,Neue Soziale Marktwirtschaft,,economists and financial experts,GERMANY,"#717F75",1,0,1,1,0,1,1,14,0.12069,0.189982,0,0,0.011164,9,0.000915,397,0,0
Ständige Vertretung der Deutschlandbei der EU,Ständige Vertretung der Deutschlandbei der EU,,government/executive,GERMANY,"#717F75",1,3,3,6,3,3,6,16,0.106796,0.179767,340,0.106058,0.006947,4,0.005348,46,0.05,0.310917
Deutsche Stiftung Meeresschutz,Deutsche Stiftung Meeresschutz,,environmental organisations and groups,GERMANY,"#717F75",13,0,1,1,0,1,1,1,1,1,0,0,0,27,0.000915,398,0,0
Athens Court of Appeal,Athens Court of Appeal,,judiciary,GREECE,"#78767D",37,0,1,1,0,1,1,1,1,1,0,0,0,51,0.000915,400,0,0
Government of Cyprus,Government of Cyprus,,government/executive,CYPRUS,"#459E6F",1,0,1,1,0,1,1,1,1,1,0,0,0.016825,17,0.000915,401,0,0
Greek Ministry of Foreign Affairs,Greek Ministry of Foreign Affairs,,government/executive,GREECE,"#78767D",1,0,1,1,0,1,1,1,1,1,0,0,0.016825,17,0.000915,402,0,0
President of the European Parliament,President of the European Parliament,,Legislative,EUROPEAN UNION,"#5C9A5C",38,0,1,1,0,1,1,1,1,1,0,0,0,52,0.000915,404,0,0
United States Permanent Representative to NATO,United States Permanent Representative to NATO,,government/executive,UNITED STATES,"#EF7DB1",1,0,1,1,0,1,1,1,1,1,0,0,0.016825,17,0.000915,405,0,0
Gazeta Wyborcza,Gazeta Wyborcza,,media and journalists,POLAND,"#FFE428",39,0,1,1,0,1,1,1,1,1,0,0,0,53,0.000915,407,0,0
minister sprawiedliwości,minister sprawiedliwości,,government/executive,POLAND,"#FFE428",1,0,1,1,0,1,1,3,0.5,0.611111,0,0,0.009236,15,0.000915,408,0,0
London,London,,government/executive,UNITED KINGDOM,"#E879A3",1,1,1,2,1,1,2,1,1,1,0,0,0.005032,5,0.009624,47,0,0.070643
Brussels,Brussels,,government/executive,EUROPEAN UNION,"#5C9A5C",1,3,1,4,3,1,4,1,1,1,81,0.037563,0,5,0.010255,47,0,0.214807
Downing Street,Downing Street,,government/executive,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,9,0.240404,0.26595,0,0,0.015859,2,0.000915,409,0,0
European Medicines Agency,European Medicines Agency,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",40,1,1,2,1,1,2,0,0,0,0,0,0,21,0.000915,410,0,0.007715
Several countries,Several countries,,whole polities,NA,"#FFA910",1,1,1,2,1,1,2,2,0.666667,0.75,2,0.004494,0.020219,22,0.001315,106,0,0.006091
