Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Socialdemokraterne,Socialdemokraterne,,political parties,DENMARK,"#49A75B",0,1,1,2,1,1,2,5,0.321429,0.357407,27,0,0.001516,6,0.001486,238,0,0.005281
Irish Minister for Foreign Affairs,Irish Minister for Foreign Affairs,,government/executive,IRELAND,"#A5548D",0,0,1,1,0,1,1,1,1,1,0,0,0.00327,6,0.001043,243,0,0
Amsterdam Court of Appeal,Amsterdam Court of Appeal,,judiciary,NETHERLANDS,"#FFB415",5,0,1,1,0,1,1,1,1,1,0,0,0,44,0.001043,244,0,0
Migrants,Migrants,,migrant organisations and groups,NA,"#FFA910",20,0,1,1,0,1,1,1,1,1,0,0,0,57,0.001043,245,0,0
Auberge des Migrants,Auberge des Migrants,,migrant organisations and groups,FRANCE,"#6A886D",20,0,1,1,0,1,1,1,1,1,0,0,0,57,0.001043,246,0,0
French judge,French judge,,judiciary,FRANCE,"#6A886D",20,0,1,1,0,1,1,1,1,1,0,0,0,57,0.001043,247,0,0
European Council,European Council,,government/executive,EUROPEAN UNION,"#5C9A5C",21,0,1,1,0,1,1,1,1,1,0,0,0,59,0.001043,249,0,0
NVvV ,NVvV ,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,250,0,0
Brexit Party,Brexit Party,,political parties,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,3,0.529412,0.592593,0,0,0.108764,58,0.001043,251,0,0
Islington Council,Islington Council,,government/executive,UNITED KINGDOM,"#E879A3",22,0,1,1,0,1,1,1,1,1,0,0,0,60,0.001043,253,0,0
House of Commons,House of Commons,,legislative,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,3,0.444444,0.541667,0,0,0,4,0.001043,254,0,0
UK Government spokesperson,UK Government spokesperson,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,255,0,0
EU Commissioner for Competition,EU Commissioner for Competition,,government/executive,EUROPEAN UNION,"#5C9A5C",23,0,1,1,0,1,1,1,1,1,0,0,0,61,0.001043,257,0,0
Tripadvisor,Tripadvisor,,employers organisations and firms,UNITED STATES,"#EF7DB1",24,0,1,1,0,1,1,1,1,1,0,0,0,8,0.001043,259,0,0
Google,Google,,employers organisations and firms,UNITED STATES,"#EF7DB1",24,2,1,3,2,1,3,0,0,0,0,0,0,8,0.001929,258,0.5,0.034383
UK Brexit Minister,UK Brexit Minister,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,260,0,0
Copa-Cogeca,Copa-Cogeca,,employers organisations and firms,BELGIUM,"#64638E",0,0,1,1,0,1,1,1,1,1,0,0,0.008209,41,0.001043,261,0,0
Trinity College,Trinity College,,educational professionals and organisations,IRELAND,"#A5548D",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.042634,41,0.001043,262,0,0
Christlich Demokratische Union,Christlich Demokratische Union,,political parties,GERMANY,"#717F75",0,2,2,4,2,3,5,1,1,1,6,0,0.008412,41,0.003569,124,0,0.016842
Council of Canadians,Council of Canadians,,environmental organisations and groups,CANADA,"#3D8C98",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.001505,7,0.001043,263,0,0
Antoci Giuseppe,Antoci Giuseppe,,former states(wo)men,ITALY,"#B85D6F",25,0,1,1,0,1,1,1,1,1,0,0,0,62,0.001043,265,0,0
Italian judge,Italian judge,,judiciary,ITALY,"#B85D6F",26,0,1,1,0,1,1,1,1,1,0,0,0,63,0.001043,267,0,0
Carbon Disclosure Project,Carbon Disclosure Project,,environmental organisations and groups,UNITED KINGDOM,"#E879A3",27,0,1,1,0,1,1,1,1,1,0,0,0,64,0.001043,269,0,0
The United Nations,The United Nations,,government/executive,NA,"#FFA910",0,2,1,3,2,1,3,5,0.320755,0.369608,39,0.015357,0,9,0.002339,230,0,0.016842
Syria Relief & Development,Syria Relief & Development,,solidarity and human rights organisations,UNITED KINGDOM,"#E879A3",28,0,1,1,0,1,1,1,1,1,0,0,0,65,0.001043,271,0,0
Syrian NGO Alliance,Syrian NGO Alliance,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.005698,9,0.001043,272,0,0
Al-Sham Humanitarian Foundation,Al-Sham Humanitarian Foundation,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,6,0.253521,0.300926,0,0,0.002157,9,0.001043,273,0,0
Bellingcat,Bellingcat,,media and journalists,UNITED KINGDOM,"#E879A3",29,0,1,1,0,1,1,1,1,1,0,0,0,66,0.001043,275,0,0
EU leaders,EU leaders,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,1,3,2,1,3,1,1,1,36,0.001795,0.000015,67,0.003055,21,0,0.0906
Ministerpräsident Nordrhein-Westfalen,Ministerpräsident Nordrhein-Westfalen,,government/executive,GERMANY,"#717F75",0,1,1,2,1,1,2,2,0.6,0.666667,3,0,0,41,0.001929,276,0,0.005281
Gesundheitsministerium,Gesundheitsministerium,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,3,0.444444,0.541667,0,0,0,41,0.001043,277,0,0
De Rechtspraak,De Rechtspraak,,judiciary,NETHERLANDS,"#FFB415",30,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,10,0.001043,279,0,0
Stadsblad,Stadsblad,,media and journalists,NETHERLANDS,"#FFB415",30,1,1,2,1,1,2,1,1,1,0,0,0,10,0.012364,278,0,0.03279
Gemeente Utrecht,Gemeente Utrecht,,government/executive,NETHERLANDS,"#FFB415",30,3,1,4,3,1,4,1,1,1,2,0,0,10,0.013331,278,0,0.035976
Stadsbelang Utrecht,Stadsbelang Utrecht,,politicians,NETHERLANDS,"#FFB415",30,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,10,0.001043,280,0,0
US President,US President,,government/executive,UNITED STATES,"#EF7DB1",0,3,1,4,3,1,4,2,0.545455,0.583333,8.5,0.060896,0.097189,6,0.001683,87,0.083333,0.015843
US Chief Medical Advisor,US Chief Medical Advisor,,government/executive,UNITED STATES,"#EF7DB1",31,0,1,1,0,1,1,1,1,1,0,0,0,68,0.001043,282,0,0
Forum voor Democratie,Forum voor Democratie,,political parties,NETHERLANDS,"#FFB415",0,4,3,7,6,3,9,9,0.237624,0.325413,234.5,0.007658,0.135417,11,0.004644,49,0,0.223981
Vermaat Dirk,Vermaat Dirk,,other professional organisations and groups,NETHERLANDS,"#FFB415",0,0,1,1,0,2,2,11,0.165541,0.206399,0,0,0.002726,11,0.001043,283,0,0
VPRO,VPRO,,media and journalists,NETHERLANDS,"#FFB415",0,2,2,4,3,3,6,10,0.194332,0.253464,62,0.019407,0.001097,11,0.003245,49,0,0.120715
Lawyer for VPRO,Lawyer for VPRO,,other professional organisations and groups,NETHERLANDS,"#FFB415",0,0,1,1,0,2,2,10,0.195219,0.24489,0,0,0.001076,11,0.001043,284,0,0
JA21,JA22,,political parties,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.009064,11,0.001043,285,0,0
EU Commissioner for Environment,EU Commissioner for Environment,,government/executive,EUROPEAN UNION,"#5C9A5C",27,0,1,1,0,1,1,1,1,1,0,0,0,64,0.001043,286,0,0
Rabobank,Rabobank,,economists and financial experts,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,4,0.368421,0.452381,0,0,0.019106,6,0.001043,287,0,0
Pimco,Pimco,,employers organisations and firms,UNITED STATES,"#EF7DB1",32,0,1,1,0,1,1,1,1,1,0,0,0,12,0.001043,289,0,0
Burioni Roberto,Burioni Roberto,,other scientific and research professionals and institutions,ITALY,"#B85D6F",33,0,1,1,0,1,1,1,1,1,0,0,0,13,0.001043,291,0,0
WHO,WHO,,government/executive,NA,"#FFA910",34,0,1,1,0,1,1,1,1,1,0,0,0,14,0.001043,293,0,0
Europol,Europol,,police and internal security agencies,EUROPEAN UNION,"#5C9A5C",35,1,2,3,1,2,3,1,1,1,1,0,0,15,0.001486,296,0.166667,0.005281
Nederlandse Politiebond,Nederlandse Politiebond,,police and internal security agencies,NETHERLANDS,"#FFB415",35,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,15,0.001043,297,0.5,0
Several EU Member States,Several EU Member States,,whole polities,EUROPEAN UNION,"#5C9A5C",36,1,1,2,1,1,2,0,0,0,0,0,0,16,0.001043,298,0,0.017192
Portuguese PM,Portuguese PM,,government/executive,PORTUGAL,"#FFEF2C",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.029603,11,0.001043,299,0,0
La Repubblica,La Repubblica,,media and journalists,ITALY,"#B85D6F",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.029603,11,0.001043,300,0,0
Presidente del Consiglio,Presidente del Consiglio,,government/executive,ITALY,"#B85D6F",0,1,1,2,1,1,2,1,1,1,1,0,0.010896,47,0.001929,301,0,0.005281
Fratelli d'Italia,Fratelli d'Italia,,political parties,ITALY,"#B85D6F",0,3,1,4,3,1,4,2,0.545455,0.583333,12,0.05741,0.097189,4,0.002856,58,0.083333,0.015843
Lega Nord,Lega Nord,,political parties,ITALY,"#B85D6F",0,1,2,3,1,2,3,1,1,1,2,0,0.011115,47,0.001486,148,0,0.005281
Ministero delle Finanze,Ministero delle Finanze,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.029603,11,0.001043,302,0,0
Eurogroup,Eurogroup,,government/executive,EUROPEAN UNION,"#5C9A5C",0,3,2,5,3,2,5,2,0.75,0.833333,61,0.007145,0.011148,67,0.003128,23,0.05,0.086957
Financial Times,Financial Times,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,2,2,0,3,3,2,0.5625,0.611111,0,0,0.112445,9,0.001043,303,0,0
Presidente del Gobierno,Presidente del Gobierno,,government/executive,SPAIN,"#AF6729",37,0,1,1,0,1,1,1,1,1,0,0,0,17,0.001043,305,0,0
"Øygard Svein",Øygard Svein,,economists and financial experts,NORWAY,"#FFCC1E",38,0,1,1,0,1,1,1,1,1,0,0,0,18,0.001043,307,0,0
German Marshall Fund in Europe,German Marshall Fund in Europe,,other scientific and research professionals and institutions,EUROPEAN UNION,"#5C9A5C",38,0,1,1,0,1,1,1,1,1,0,0,0,18,0.001043,308,0,0
LSE University,LSE University,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.000739,4,0.001043,309,0,0
US Secretary of State,US Secretary of State,,government/executive,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.011047,9,0.001043,310,0,0
Australia,Australia,,whole polities,AUSTRALIA,"#A43E55",0,0,1,1,0,1,1,1,1,1,0,0,0.011047,9,0.001043,311,0,0
Swedish vox pop,Swedish vox pop,,the general public,SWEDEN,"#AC5933",39,0,1,1,0,2,2,1,1,1,0,0,0,19,0.001043,313,0,0
Folkhälsomyndigheten,Folkhälsomyndigheten,,other state executive agencies,SWEDEN,"#AC5933",0,0,1,1,0,1,1,1,1,1,0,0,0.008209,41,0.001043,314,0,0
Ukrainian President,Ukrainian President,,government/executive,UKRAINE,"#E07595",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,67,0.001043,316,0,0
Ukrainian PM,Ukrainian PM,,government/executive,UKRAINE,"#E07595",0,3,1,4,3,1,4,1,1,1,3,0,0.000202,67,0.003702,315,0,0.015843
Ukrainian parliament,Ukrainian parliament,,legislative,UKRAINE,"#E07595",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,67,0.001043,317,0,0
analyst,analyst,,economists and financial experts,NA,"#FFA910",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,67,0.001043,318,0,0
Auswärtiger Ausschuss - Deutscher Bundestag,Auswärtiger Ausschuss - Deutscher Bundestag,,legislative,GERMANY,"#717F75",0,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0.099146,9,0.001043,320,0,0
Bundestagspräsident,Bundestagspräsident,,legislative,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.010896,47,0.001043,321,0,0
German Government,German Government,,government/executive,GERMANY,"#717F75",0,9,3,12,9,3,12,1,1,1,71,0.066276,0.01121,1,0.008473,44,0.007576,0.092811
Bundesministerium für Wirtschaft,Bundesministerium für Wirtschaft,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.009311,1,0.001043,322,0,0
Dutch Cabinet,Dutch Cabinet,,government/executive,NETHERLANDS,"#FFB415",0,4,1,5,4,1,5,2,0.6,0.666667,5,0.133813,0.001505,7,0.006069,27,0,0.203838
Council of Ministers,Council of Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,1,1,1,1,0,0.000358,9,0.001929,108,0,0.005281
Several climate change NGOs,Several climate change NGOs,,environmental organisations and groups,NA,"#FFA910",40,0,1,1,0,1,1,1,1,1,0,0,0,20,0.001043,324,0,0
Dutch MPs,Dutch MPs,,legislative,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,3,0.416667,0.5,0,0,0,7,0.001043,326,0,0
Marty Dick,Marty Dick,,former states(wo)men,SWITZERLAND,"#B35D41",41,0,1,1,0,1,1,1,1,1,0,0,0,21,0.001043,328,0,0
GFS,GFS,,other scientific and research professionals and institutions,SWITZERLAND,"#B35D41",42,0,1,1,0,1,1,1,1,1,0,0,0,22,0.001043,330,0,0
Swiss MP,Swiss MP,,legislative,SWITZERLAND,"#B35D41",0,0,1,1,0,1,1,1,1,1,0,0,0.010896,47,0.001043,331,0,0
GlobalData,GlobalData,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,3,0.5,0.611111,0,0,0.011574,58,0.001043,332,0,0
KLM,KLM,,employers organisations and firms,NETHERLANDS,"#FFB415",0,1,2,3,1,2,3,4,0.392857,0.477273,6.333333,0.006863,0.038688,58,0.001356,25,0.166667,0.076395
NAG,NAG,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,3,0.5,0.611111,0,0,0.011574,58,0.001043,333,0,0
Hamdi Mohamed,Hamdi Mohamed,,other professional organisations and groups,TUNISIA,"#CA696B",43,0,1,1,0,1,1,1,1,1,0,0,0,23,0.001043,335,0,0
Badr Organisation,Badr Organisation,,political parties,IRAQ,"#9C4F9C",44,0,1,1,0,1,1,1,1,1,0,0,0,24,0.001043,337,0,0
EU Commissioner,EU Commissioner,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,1,1,1,0,0,0.008209,41,0.001043,338,0,0
KLM trade unions,KLM trade unions,,unions and employees,NETHERLANDS,"#FFB415",0,0,2,2,0,3,3,4,0.425532,0.483333,0,0,0.067718,41,0.001043,339,0,0
De unie,De unie,,unions and employees,NETHERLANDS,"#FFB415",45,0,1,1,0,1,1,1,1,1,0,0,0,25,0.001043,341,0,0
EU finance ministers,EU finance ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.001004,67,0.001043,342,0,0
Germany,Germany,,whole polities,GERMANY,"#717F75",0,3,1,4,4,1,5,1,1,1,19.5,0.056863,0.000983,58,0.008349,7,0.083333,0.113957
US Ambassador in the Netherlands,US Ambassador in the Netherlands,,government/executive,UNITED STATES,"#EF7DB1",46,0,1,1,0,1,1,1,1,1,0,0,0,26,0.001043,344,0,0
Soros Alexander,Soros Alexander,,employers organisations and firms,UNITED STATES,"#EF7DB1",47,0,1,1,0,1,1,1,1,1,0,0,0,27,0.001043,346,0,0
ACM,ACM,,consumer organisations and groups,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,2,0.545455,0.583333,4,0.019431,0.042634,1,0.00119,111,0,0.005281
Everts Daan,Everts Daan,,former states(wo)men,NETHERLANDS,"#FFB415",48,0,1,1,0,1,1,1,1,1,0,0,0,28,0.001043,348,0,0
Raad voor de leefomgeving,Raad voor de leefomgeving,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,349,0,0
The Broker,The Broker,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.222727,0.271153,0,0,0.035501,58,0.001043,350,0,0
The Globalist,The Globalist,,media and journalists,NA,"#FFA910",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.009311,1,0.001043,351,0,0
Bergos Berenberg,Bergos Berenberg,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,352,0,0
Airbus,Airbus,,employers organisations and firms,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0.010767,1,0.001043,353,0,0
Hague Centre for Strategic Studies,Hague Centre for Strategic Studies,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.222727,0.271153,0,0,0.035501,58,0.001043,354,0,0
EFMI Business School,EFMI Business School,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.222727,0.271153,0,0,0.035501,58,0.001043,355,0,0
Accell,Accell,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.042634,41,0.001043,356,0,0
ABN-AMRO NL,ABN-AMRO NL,,economists and financial experts,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.005435,6,0.001043,357,0,0
Orsina Giovanni,Orsina Giovanni,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,3,0.388889,0.452381,0,0,0.008065,4,0.001043,358,0,0
D'Alimonte Roberto,D'Alimonte Roberto,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,3,0.388889,0.452381,0,0,0.008065,4,0.001043,359,0,0
Bovenkerk Frank,Bovenkerk Frank,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.029603,11,0.001043,360,0,0
German protestors,German protestors,,the general public,GERMANY,"#717F75",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.009311,1,0.001043,361,0,0
Belarusian protestors,Belarusian protestors,,the general public,BELARUS,"#745A80",49,1,1,2,1,2,3,2,0.6,0.666667,3,0,0,29,0.001929,365,0,0.005281
Mvd Respubliki Belarus,Mvd Respubliki Belarus,,government/executive,BELARUS,"#745A80",49,0,1,1,0,1,1,3,0.444444,0.541667,0,0,0,29,0.001043,366,0,0
Tikhanovskaya Sviatlana,Tikhanovskaya Sviatlana,,politicians,BELARUS,"#745A80",49,0,1,1,0,1,1,2,0.6,0.666667,0,0,0,29,0.001043,367,0,0
President of Belarus,President of Belarus,,government/executive,BELARUS,"#745A80",49,2,2,4,3,2,5,1,1,1,6,0,0,29,0.003569,364,0,0.016842
Comisión Española de Ayuda al Refugiado,Comisión Española de Ayuda al Refugiado,,solidarity and human rights organisations,SPAIN,"#AF6729",0,0,1,1,0,1,1,1,1,1,0,0,0.010896,47,0.001043,368,0,0
EU Foreign Ministers,EU Foreign Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,1,1,1,2,0.000108,0,67,0.001863,135,0,0.011561
Užsienio reikalų ministerija,Užsienio reikalų ministerija,,government/executive,LITHUANIA,"#E77424",0,0,1,1,0,1,1,1,1,1,0,0,0.009064,11,0.001043,369,0,0
Belarusian officials,Belarusian officials,,government/executive,BELARUS,"#745A80",0,2,1,3,2,1,3,0,0,0,0,0,0,67,0.002626,134,0.5,0.051924
Institut Pogranichnoy Sluzhby,Institut Pogranichnoy Sluzhby,,police and internal security agencies,BELARUS,"#745A80",50,0,1,1,0,1,1,1,1,1,0,0,0,30,0.001043,371,0,0
De Federatie Mobiliteitsbedrijven Nederland ,De Federatie Mobiliteitsbedrijven Nederland ,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,3,0.416667,0.5,0,0,0,7,0.001043,372,0,0
Ministerie van Infrastructuur,Ministerie van Infrastructuur,,government/executive,NETHERLANDS,"#FFB415",0,2,1,3,2,1,3,2,0.571429,0.625,8,0,0.001505,7,0.002815,325,0,0.010562
De Vries Bert,De Vries Bert,,economists and financial experts,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,373,0,0
Ondernemingsraad ,Ondernemingsraad ,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,374,0,0
Bundesminister des Auswärtigen,Bundesminister des Auswärtigen,,government/executive,GERMANY,"#717F75",51,0,2,2,0,2,2,1,1,1,0,0,0,31,0.001043,377,0,0
Van Impe Liesbeth,Van Impe Liesbeth,,media and journalists,BELGIUM,"#64638E",52,0,1,1,0,1,1,1,1,1,0,0,0,32,0.001043,379,0,0
Cembrero  Ignacio,Cembrero  Ignacio,,media and journalists,SPAIN,"#AF6729",0,0,1,1,0,1,1,1,1,1,0,0,0.007903,4,0.001043,380,0,0
CTIVD,CTIVD,,Legislative,NETHERLANDS,"#FFB415",53,0,1,1,0,1,1,1,1,1,0,0,0,33,0.001043,382,0,0
Ministerie van Binnenlandse Zaken,Ministerie van Binnenlandse Zaken,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.001505,7,0.001043,383,0,0
Oxfam,Oxfam,,solidarity and human rights organisations,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.042634,41,0.001043,384,0,0
Greek PM,Greek PM,,government/executive,GREECE,"#78767D",54,0,1,1,0,1,1,1,1,1,0,0,0,34,0.001043,386,0,0
European Medicines Agency,European Medicines Agency,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,2,1,3,2,1,3,2,0.545455,0.583333,6,0.056254,0.042634,41,0.001969,33,0.166667,0.010562
EU Commissioner for Health,EU Commissioner for Health,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,3,0.388889,0.452381,0,0,0.007903,41,0.001043,387,0,0
Bionext,Bionext,,farmers and agricultural organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,388,0,0
Bulgarian Institute for Legal Initiatives,Bulgarian Institute for Legal Initiatives,,civil society organisations and groups,BULGARIA,"#3983AC",0,0,1,1,0,1,1,1,1,1,0,0,0.009064,11,0.001043,389,0,0
Anti-Corruption Fund Foundation ,Anti-Corruption Fund Foundation ,,civil society organisations and groups,RUSSIAN FEDERATION,"#E8D430",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,390,0,0
Ministère de l'Europe,Ministère de l'Europe,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.029603,11,0.001043,391,0,0
Athens Court of Appeal,Athens Court of Appeal,,judiciary,GREECE,"#78767D",0,1,1,2,1,1,2,1,1,1,1,0,0.008065,4,0.001929,392,0,0.005281
Stavrou Illias,Stavrou Illias,,politicians,GREECE,"#78767D",0,0,1,1,0,1,1,1,1,1,0,0,0.008065,4,0.001043,393,0,0
Greeks,Greeks,,the general public,GREECE,"#78767D",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,4,0.001043,394,0,0
Van Ranst Marc,Van Ranst Marc,,other scientific and research professionals and institutions,BELGIUM,"#64638E",55,0,1,1,0,1,1,1,1,1,0,0,0,35,0.001043,396,0,0
Stichting Platform Storm,Stichting Platform Storm,,environmental organisations and groups,NETHERLANDS,"#FFB415",56,0,1,1,0,2,2,1,1,1,0,0,0,36,0.001043,398,0,0
Wethouders van Rotterdam,Wethouders van Rotterdam,,government/executive,NETHERLANDS,"#FFB415",57,0,1,1,0,1,1,1,1,1,0,0,0,37,0.001043,400,0,0
SeaWatch,SeaWatch,,solidarity and human rights organisations,GERMANY,"#717F75",9,1,1,2,1,1,2,1,1,1,2,0,0,38,0.001863,151,0,0.029102
VNV,VNV,,unions and employees,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,401,0,0
Utrecht University,Utrecht University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,4,0.37037,0.425,0,0,0.022452,58,0.001043,402,0,0
Humboldt University,Humboldt University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,4,0.37037,0.425,0,0,0.022452,58,0.001043,403,0,0
Al-Azhar Institute,Al-Azhar Institute,,educational professionals and organisations,EGYPT,"#4BAB51",0,0,1,1,0,1,1,4,0.37037,0.425,0,0,0.022452,58,0.001043,404,0,0
Investico ,Investico ,,media and journalists,NETHERLANDS,"#FFB415",58,1,1,2,1,1,2,1,1,1,0,0,0,39,0.006945,405,0,0.017192
Graanul Invest,Graanul Invest,,employers organisations and firms,ESTONIA,"#55A354",58,1,1,2,1,1,2,1,1,1,0,0,0,39,0.006945,405,0,0.017192
Estonian Fund for Nature,Estonian Fund for Nature,,environmental organisations and groups,ESTONIA,"#55A354",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,406,0,0
Daily Telegraph,Daily Telegraph,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,407,0,0
The Independent,The Independent,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,408,0,0
The Times,The Times,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,409,0,0
First Minister for Wales,First Minister for Wales,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.015256,4,0.001043,410,0,0
NERVTAG,NERVTAG,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,411,0,0
First Minister of Scotland,First Minister of Scotland,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,412,0,0
US National Security Advisor,US National Security Advisor,,government/executive,UNITED STATES,"#EF7DB1",59,0,1,1,0,2,2,1,1,1,0,0,0,40,0.001043,414,0,0
Italia Viva,Italia Viva,,political parties,ITALY,"#B85D6F",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,47,0.001043,415,0,0
United Kingdom,United Kingdom,,whole polities,UNITED KINGDOM,"#E879A3",0,5,0,5,5,0,5,0,0,0,0,0.023276,0,6,0.003948,12,0,0.107597
Ryanair,Ryanair,,employers organisations and firms,IRELAND,"#A5548D",0,1,0,1,1,0,1,0,0,0,0,0.055144,0,4,0.001083,74,0,0.005281
EU Member States,EU Member States,,whole polities,EUROPEAN UNION,"#5C9A5C",0,14,0,14,17,0,17,0,0,0,0,0.058438,0,41,0.019494,3,0.038462,0.934816
French Parliament,French Parliament,,legislative,FRANCE,"#6A886D",2,1,0,1,1,0,1,0,0,0,0,0,0,42,0.001929,81,0,0.005281
Bulgarian workers,Bulgarian workers,,unions and employees,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.018949,0,7,0.001264,85,0,0.005281
