Id,Label,timeset,mode,act_type,nat,colour,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Lapuente Víctor,Lapuente Víctor,,1,educational professionals and organisations,SPAIN,"#AF6729",1,1,6,0.244742,0.257682,0,0.000377,0.002194,26,0.002699,0,0,0,0.005903
European Court of Justice,European Court of Justice,,1,judiciary,EUROPEAN UNION,"#5C9A5C",1,1,4,0.356546,0.398438,0,0.018892,0.109902,20,0.002442,0,0,0,0.114423
Neue Soziale Marktwirtschaft,Neue Soziale Marktwirtschaft,,1,economists and financial experts,GERMANY,"#717F75",1,1,6,0.285078,0.316276,0,0.005054,0.0294,11,0.002343,0,0,0,0.04215
Government of Turkish-Cyprus,Government of Turkish-Cyprus,,1,government/executive,CYPRUS,"#459E6F",1,1,6,0.214405,0.229818,0,0.000276,0.001604,23,0.002805,0,0,0,0.003928
Belgian Government,Belgian Government,,1,government/executive,BELGIUM,"#64638E",1,1,4,0.356546,0.398438,0,0.018892,0.109902,20,0.002442,0,0,0,0.114423
President of the European Parliament,President of the European Parliament,,1,Legislative,EUROPEAN UNION,"#5C9A5C",1,1,1,1,1,0,0,0,30,0.004926,21,0,0,0.001641
Ministry of National Defense of Turkey,Ministry of National Defense of Turkey,,1,government/executive,TURKEY,"#D16D79",1,1,6,0.246628,0.258073,0,0.000642,0.003737,23,0.002534,0,0,0,0.006542
Gazeta Wyborcza,Gazeta Wyborcza,,1,media and journalists,POLAND,"#FFE428",1,1,6,0.247582,0.263542,0,0.000394,0.002292,24,0.002689,0,0,0,0.007753
minister sprawiedliwości,minister sprawiedliwości,,1,government/executive,POLAND,"#FFE428",1,1,6,0.247582,0.263542,0,0.000394,0.002292,24,0.002689,0,0,0,0.007753
Supreme Leader,Supreme Leader,,1,government/executive,IRAN,"#94539E",1,1,1,1,1,0,0,0,31,0.004926,22,0,0,0.001641
Hungarian opposition parties,Hungarian opposition parties,,1,political parties,HUNGARY,"#7F6D85",1,1,4,0.356546,0.398438,0,0.018892,0.109902,20,0.002442,0,0,0,0.114423
regional / global constituency,regional / global constituency,,2,constituency/group,REGIONAL / GLOBAL,"#FFFB31",12,16,5,0.331606,0.388021,781.163574,0.098977,0.017014,9,0.022025,0,0,0,0.129872
european union constituency,european union constituency,,2,constituency/group,EUROPEAN UNION,"#5C9A5C",70,134,3,0.551724,0.713542,6266.312595,0.944368,0.162335,20,0.140366,0,0,0,1
ukraine constituency,ukraine constituency,,2,constituency/group,UKRAINE,"#E07595",5,5,1,1,1,10,0,0,21,0.013984,1,0,0,0.009943
russia constituency,russia constituency,,2,constituency/group,RUSSIA,"#F0E431",1,1,1,1,1,0,0,0,1,0.004926,2,0,0,0.001641
hungary constituency,hungary constituency,,2,constituency/group,HUNGARY,"#7F6D85",3,5,1,1,1,3,0,0,2,0.009455,3,0,0,0.005435
germany constituency,germany constituency,,2,constituency/group,GERMANY,"#717F75",30,44,5,0.397516,0.498177,2461.201776,0.25263,0.043427,11,0.056682,0,0,0,0.33224
romania constituency,romania constituency,,2,constituency/group,ROMANIA,"#F9F332",1,1,1,1,1,0,0,0,3,0.004926,4,0,0,0.001641
austria constituency,austria constituency,,2,constituency/group,AUSTRIA,"#944863",1,2,1,1,1,0,0,0,4,0.004926,5,0,0,0.001641
czech republic constituency,czech republic constituency,,2,constituency/group,CZECH REPUBLIC,"#47A265",3,4,1,1,1,3,0,0,7,0.009455,6,0,0,0.005435
luxembourg constituency,luxembourg constituency,,2,constituency/group,LUXEMBOURG,"#F17815",4,4,1,1,1,6,0,0,5,0.011719,7,0,0,0.007598
united kingdom constituency,united kingdom constituency,,2,constituency/group,UNITED KINGDOM,"#E879A3",10,13,1,1,1,45,0,0,22,0.025306,8,0,0,0.024604
italy constituency,italy constituency,,2,constituency/group,ITALY,"#B85D6F",7,9,5,0.336842,0.36849,455.308983,0.048706,0.008373,6,0.013622,0,0,0,0.064249
sri lanka constituency,sri lanka constituency,,2,constituency/group,SRI LANKA,"#A75828",1,1,1,1,1,0,0,0,8,0.004926,9,0,0,0.001641
moldova constituency,moldova constituency,,2,constituency/group,MOLDOVA,"#FF9D0C",2,2,1,1,1,1,0,0,10,0.007191,10,0,0,0.003451
cyprus constituency,cyprus constituency,,2,constituency/group,CYPRUS,"#459E6F",3,3,5,0.27234,0.301302,253,0.013785,0.00237,23,0.007298,0,0,0,0.018774
northern ireland constituency,northern ireland constituency,,2,constituency/group,NORTHERN IRELAND,"#FFC01A",4,4,1,1,1,6,0,0,16,0.011719,11,0,0,0.007598
united states constituency,united states constituency,,2,constituency/group,UNITED STATES,"#EF7DB1",3,5,1,1,1,3,0,0,12,0.009455,12,0,0,0.005435
libya constituency,libya constituency,,2,constituency/group,LIBYA,"#DE6F33",1,2,5,0.300469,0.317708,0,0.018044,0.003102,20,0.002376,0,0,0,0.021683
syria constituency,syria constituency,,2,constituency/group,SYRIA,"#BB614F",2,2,5,0.301887,0.322917,127,0.018292,0.003144,13,0.004703,0,0,0,0.023562
turkey constituency,turkey constituency,,2,constituency/group,TURKEY,"#D16D79",4,4,5,0.326531,0.34974,292.013072,0.032109,0.00552,23,0.008454,0,0,0,0.042067
israel constituency,israel constituency,,2,constituency/group,ISRAEL,"#AF587E",3,3,1,1,1,3,0,0,15,0.009455,13,0,0,0.005435
palestine constituency,palestine constituency,,2,constituency/group,PALESTINE,"#FFD823",1,1,1,1,1,0,0,0,14,0.004926,14,0,0,0.001641
denmark constituency,denmark constituency,,2,constituency/group,DENMARK,"#49A75B",2,2,5,0.275862,0.30026,127,0.014524,0.002497,0,0.004826,0,0,0,0.017913
poland constituency,poland constituency,,2,constituency/group,POLAND,"#FFE428",8,8,5,0.328205,0.366536,868,0.019695,0.003386,24,0.018362,0,0,0,0.039825
france constituency,france constituency,,2,constituency/group,FRANCE,"#6A886D",3,3,1,1,1,3,0,0,25,0.009455,15,0,0,0.005435
greece constituency,greece constituency,,2,constituency/group,GREECE,"#78767D",1,1,5,0.297674,0.314714,0,0.017793,0.003059,9,0.002357,0,0,0,0.020937
spain constituency,spain constituency,,2,constituency/group,SPAIN,"#AF6729",5,6,5,0.323232,0.350911,502,0.018849,0.00324,26,0.011538,0,0,0,0.031412
bosnia constituency,bosnia constituency,,2,constituency/group,BOSNIA,"#546C9D",1,1,1,1,1,0,0,0,17,0.004926,16,0,0,0.001641
serbia constituency,serbia constituency,,2,constituency/group,SERBIA,"#D0A62D",1,1,1,1,1,0,0,0,18,0.004926,17,0,0,0.001641
netherlands constituency,netherlands constituency,,2,constituency/group,NETHERLANDS,"#FFB415",1,1,1,1,1,0,0,0,19,0.004926,18,0,0,0.001641
china constituency,china constituency,,2,constituency/group,CHINA,"#3F908E",2,2,5,0.300469,0.320964,127,0.018041,0.003101,27,0.004667,0,0,0,0.022891
croatia constituency,croatia constituency,,2,constituency/group,CROATIA,"#419583",1,1,1,1,1,0,0,0,28,0.004926,19,0,0,0.001641
ireland constituency,ireland constituency,,2,constituency/group,IRELAND,"#A5548D",1,1,1,1,1,0,0,0,29,0.004926,20,0,0,0.001641
belarus constituency,belarus constituency,,2,constituency/group,BELARUS,"#745A80",1,1,1,1,1,0,0,0,30,0.004926,21,0,0,0.001641
iran constituency,iran constituency,,2,constituency/group,IRAN,"#94539E",1,1,1,1,1,0,0,0,31,0.004926,22,0,0,0.001641
